"Product","SubCategory","Category","OrderDate","SalesAmount","Freight","Country","City","PostalCode"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-21 00:00:00","2294.9900","57.3748","Germany","Kiel","24044"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-02-21 00:00:00","769.4900","19.2373","United States","Everett","98201"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-02-21 00:00:00","769.4900","19.2373","United States","Walla Walla","99362"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-02-21 00:00:00","769.4900","19.2373","United States","Concord","94519"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-21 00:00:00","2294.9900","57.3748","United States","Burbank","91502"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-02-21 00:00:00","2319.9900","57.9998","United States","Everett","98201"
"Touring-3000 Yellow, 62","Touring Bikes","Bikes","2015-02-21 00:00:00","742.3500","18.5588","Germany","Hannover","30601"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-21 00:00:00","2384.0700","59.6018","United Kingdom","Stoke-on-Trent","AS23"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-02-21 00:00:00","1700.9900","42.5248","Australia","Rhodes","2138"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-02-21 00:00:00","1700.9900","42.5248","Australia","North Ryde","2113"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-21 00:00:00","539.9900","13.4998","Australia","Wollongong","2500"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-21 00:00:00","539.9900","13.4998","Australia","Townsville","4810"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-21 00:00:00","2294.9900","57.3748","Australia","Lane Cove","1597"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-21 00:00:00","2294.9900","57.3748","Australia","Lavender Bay","2060"
"Touring-3000 Yellow, 44","Touring Bikes","Bikes","2015-02-21 00:00:00","742.3500","18.5588","United States","Fremont","94536"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-02-21 00:00:00","2384.0700","59.6018","United States","Lake Oswego","97034"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-21 00:00:00","2384.0700","59.6018","United States","Newport Beach","92625"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-02-21 00:00:00","1214.8500","30.3713","Canada","Metchosin","V9"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-02-21 00:00:00","1214.8500","30.3713","United States","Puyallup","98371"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-21 00:00:00","539.9900","13.4998","United States","Glendale","91203"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-02-21 00:00:00","1700.9900","42.5248","United States","Renton","98055"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-21 00:00:00","1700.9900","42.5248","United States","Yakima","98901"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-02-21 00:00:00","1120.4900","28.0123","France","Morangis","91420"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-21 00:00:00","539.9900","13.4998","Germany","Erlangen","91054"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-02-21 00:00:00","2384.0700","59.6018","Australia","Darlinghurst","2010"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-02-21 00:00:00","769.4900","19.2373","Australia","Townsville","4810"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-21 00:00:00","539.9900","13.4998","Australia","Melton","3337"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","France","Paris","75005"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","United Kingdom","Wokingham","RG41 1QW"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","United Kingdom","Oxford","OX1"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-02-20 00:00:00","564.9900","14.1248","United Kingdom","London","SW8 4BG"
"Mountain-500 Silver, 44","Mountain Bikes","Bikes","2015-02-20 00:00:00","564.9900","14.1248","France","Pantin","93500"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-02-20 00:00:00","564.9900","14.1248","United Kingdom","Woolston","WA1 4SY"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","Germany","Eilenburg","04838"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-02-20 00:00:00","769.4900","19.2373","Germany","Saarlouis","66740"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","Germany","Bonn","53131"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","France","Drancy","93700"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","Germany","Dresden","01071"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-20 00:00:00","2319.9900","57.9998","United Kingdom","London","SW8 4BG"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","Germany","Frankfurt","60323"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-20 00:00:00","2319.9900","57.9998","France","Versailles","78000"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","Germany","Solingen","42651"
"Road-250 Red, 58","Road Bikes","Bikes","2015-02-20 00:00:00","2443.3500","61.0838","United States","Woodburn","97071"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","769.4900","19.2373","United States","Salem","97301"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-02-20 00:00:00","564.9900","14.1248","United States","Grossmont","91941"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","United States","Kirkland","98033"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","United States","Downey","90241"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","United States","San Carlos","94070"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-20 00:00:00","2319.9900","57.9998","United States","Walla Walla","99362"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-20 00:00:00","2319.9900","57.9998","United States","San Diego","92102"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","United States","Berkeley","94704"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-02-20 00:00:00","2384.0700","59.6018","France","Les Ulis","91940"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","Australia","Findon","5023"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","Australia","Bendigo","3550"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","Australia","Rhodes","2138"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-02-20 00:00:00","1120.4900","28.0123","Australia","North Sydney","2055"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-02-20 00:00:00","1120.4900","28.0123","Australia","Findon","5023"
"Road-250 Black, 48","Road Bikes","Bikes","2015-02-20 00:00:00","2443.3500","61.0838","Australia","Lane Cove","1597"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","Australia","Sunbury","3429"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-20 00:00:00","2294.9900","57.3748","Australia","Townsville","4810"
"Touring-3000 Blue, 62","Touring Bikes","Bikes","2015-02-20 00:00:00","742.3500","18.5588","Canada","Langford","V9"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-20 00:00:00","2384.0700","59.6018","United States","Chula Vista","91910"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-02-20 00:00:00","2384.0700","59.6018","United States","Redmond","98052"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-20 00:00:00","2384.0700","59.6018","United States","Imperial Beach","91932"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-20 00:00:00","539.9900","13.4998","United States","Woodland Hills","91364"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-20 00:00:00","1120.4900","28.0123","United States","Newport Beach","92625"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","United States","Long Beach","90802"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-02-20 00:00:00","1700.9900","42.5248","United States","Santa Monica","90401"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-02-20 00:00:00","1120.4900","28.0123","Germany","Hamburg","22001"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-20 00:00:00","1120.4900","28.0123","Germany","Darmstadt","64283"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-02-20 00:00:00","2384.0700","59.6018","Australia","Darlinghurst","2010"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-19 00:00:00","2294.9900","57.3748","France","Paris","75019"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-19 00:00:00","2294.9900","57.3748","Germany","Frankfurt","60323"
"Road-250 Red, 58","Road Bikes","Bikes","2015-02-19 00:00:00","2443.3500","61.0838","Australia","Cranbourne","3977"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-19 00:00:00","1700.9900","42.5248","France","Morangis","91420"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-02-19 00:00:00","769.4900","19.2373","France","Saint Germain en Laye","78100"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-19 00:00:00","2294.9900","57.3748","United Kingdom","Liverpool","L4 4HB"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-19 00:00:00","2319.9900","57.9998","France","Bobigny","93000"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-02-19 00:00:00","2319.9900","57.9998","United States","Imperial Beach","91932"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-19 00:00:00","2319.9900","57.9998","United States","Colma","94014"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-19 00:00:00","2294.9900","57.3748","Canada","Cliffside","V8Y 1L1"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-02-19 00:00:00","1214.8500","30.3713","France","Roissy en Brie","77680"
"Touring-2000 Blue, 60","Touring Bikes","Bikes","2015-02-19 00:00:00","1214.8500","30.3713","United Kingdom","London","SW8 4BG"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-19 00:00:00","1700.9900","42.5248","Australia","Sunbury","3429"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-19 00:00:00","539.9900","13.4998","Australia","St. Leonards","2065"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-19 00:00:00","2294.9900","57.3748","Australia","Sunbury","3429"
"Touring-2000 Blue, 46","Touring Bikes","Bikes","2015-02-19 00:00:00","1214.8500","30.3713","United States","Walla Walla","99362"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-02-19 00:00:00","1214.8500","30.3713","United States","Burbank","91502"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-19 00:00:00","539.9900","13.4998","United States","Lakewood","90712"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-19 00:00:00","539.9900","13.4998","United States","Lakewood","90712"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-19 00:00:00","539.9900","13.4998","United States","Port Orchard","98366"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-19 00:00:00","539.9900","13.4998","United States","Bellingham","98225"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-19 00:00:00","539.9900","13.4998","United States","Bellflower","90706"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-02-19 00:00:00","1120.4900","28.0123","United States","Seattle","98104"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-02-19 00:00:00","1120.4900","28.0123","Germany","Berlin","14197"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-02-19 00:00:00","1120.4900","28.0123","France","Courbevoie","92400"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-02-19 00:00:00","2384.0700","59.6018","United Kingdom","London","SW1P 2NU"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-18 00:00:00","2319.9900","57.9998","France","Versailles","78000"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-02-18 00:00:00","564.9900","14.1248","Germany","Hamburg","20354"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-18 00:00:00","2319.9900","57.9998","Germany","Saarbr?cken","66001"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-18 00:00:00","2294.9900","57.3748","United Kingdom","Gloucestershire","GL7 1RY"
"Road-250 Black, 58","Road Bikes","Bikes","2015-02-18 00:00:00","2443.3500","61.0838","United States","Torrance","90505"
"Road-250 Red, 58","Road Bikes","Bikes","2015-02-18 00:00:00","2443.3500","61.0838","United States","El Cajon","92020"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-02-18 00:00:00","769.4900","19.2373","United States","Grossmont","91941"
"Mountain-500 Black, 40","Mountain Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United States","San Diego","92102"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-18 00:00:00","2294.9900","57.3748","United States","Colma","94014"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-18 00:00:00","2294.9900","57.3748","United States","Burlingame","94010"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-18 00:00:00","2319.9900","57.9998","United States","Los Angeles","90012"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-18 00:00:00","2319.9900","57.9998","United States","Bremerton","98312"
"Touring-2000 Blue, 60","Touring Bikes","Bikes","2015-02-18 00:00:00","1214.8500","30.3713","United Kingdom","London","W1X3SE"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-02-18 00:00:00","1120.4900","28.0123","Australia","St. Leonards","2065"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","Australia","Silverwater","2264"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-18 00:00:00","2294.9900","57.3748","Australia","Hawthorne","4171"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-02-18 00:00:00","2319.9900","57.9998","Australia","Newcastle","2300"
"Touring-3000 Yellow, 62","Touring Bikes","Bikes","2015-02-18 00:00:00","742.3500","18.5588","United States","Torrance","90505"
"Touring-3000 Yellow, 62","Touring Bikes","Bikes","2015-02-18 00:00:00","742.3500","18.5588","United States","Olympia","98501"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-02-18 00:00:00","1214.8500","30.3713","United States","Los Angeles","90012"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-02-18 00:00:00","1214.8500","30.3713","United States","Mill Valley","94941"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-02-18 00:00:00","2384.0700","59.6018","Canada","Cliffside","V8Y 1L1"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-02-18 00:00:00","2384.0700","59.6018","United States","Lemon Grove","91945"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United States","Imperial Beach","91932"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United States","Redmond","98052"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United States","Burlingame","94010"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-18 00:00:00","1120.4900","28.0123","United States","Concord","94519"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-18 00:00:00","1700.9900","42.5248","Canada","N. Vancouver","V7L 4J4"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-02-18 00:00:00","1700.9900","42.5248","United States","Colma","94014"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United Kingdom","Cambridge","CB4 4BZ"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United Kingdom","Bracknell","RG12 8TB"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-18 00:00:00","539.9900","13.4998","United Kingdom","Lancaster","LA1 1LN"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-02-18 00:00:00","2384.0700","59.6018","France","Pantin","93500"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-02-18 00:00:00","2384.0700","59.6018","Australia","Milsons Point","2061"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-02-18 00:00:00","2384.0700","59.6018","Australia","South Melbourne","3205"
"Road-250 Black, 44","Road Bikes","Bikes","2015-02-17 00:00:00","2443.3500","61.0838","Australia","Brisbane","4000"
"Mountain-500 Silver, 44","Mountain Bikes","Bikes","2015-02-17 00:00:00","564.9900","14.1248","United Kingdom","Warrington","WA3 7BH"
"Road-250 Black, 48","Road Bikes","Bikes","2015-02-17 00:00:00","2443.3500","61.0838","France","Paris","75019"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-02-17 00:00:00","769.4900","19.2373","France","Drancy","93700"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-17 00:00:00","2294.9900","57.3748","Germany","Duesseldorf","40434"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-17 00:00:00","2294.9900","57.3748","France","Les Ulis","91940"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-17 00:00:00","2319.9900","57.9998","France","Morangis","91420"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-17 00:00:00","2294.9900","57.3748","United Kingdom","High Wycombe","HP10 9QY"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-17 00:00:00","2319.9900","57.9998","Canada","Cliffside","V8Y 1L1"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-17 00:00:00","2319.9900","57.9998","Canada","Langford","V9"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-17 00:00:00","2294.9900","57.3748","United States","Redmond","98052"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-17 00:00:00","2319.9900","57.9998","United States","Kirkland","98033"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-17 00:00:00","2294.9900","57.3748","Canada","Victoria","V8V"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-02-17 00:00:00","2384.0700","59.6018","United Kingdom","London","SW8 4BG"
"Touring-2000 Blue, 46","Touring Bikes","Bikes","2015-02-17 00:00:00","1214.8500","30.3713","France","S?vres","92310"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-02-17 00:00:00","1700.9900","42.5248","Australia","Sydney","1002"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-17 00:00:00","1120.4900","28.0123","Australia","Geelong","3220"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-02-17 00:00:00","1120.4900","28.0123","Australia","Port Macquarie","2444"
"Road-250 Red, 58","Road Bikes","Bikes","2015-02-17 00:00:00","2443.3500","61.0838","Australia","Goulburn","2580"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-17 00:00:00","2294.9900","57.3748","Australia","Melton","3337"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-17 00:00:00","2319.9900","57.9998","Australia","Hervey Bay","4655"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-17 00:00:00","2319.9900","57.9998","Australia","Darlinghurst","2010"
"Touring-2000 Blue, 46","Touring Bikes","Bikes","2015-02-17 00:00:00","1214.8500","30.3713","United States","Marysville","98270"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-02-17 00:00:00","2384.0700","59.6018","United States","Lemon Grove","91945"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-17 00:00:00","539.9900","13.4998","Canada","Cliffside","V8Y 1L1"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-17 00:00:00","539.9900","13.4998","United States","San Carlos","94070"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-17 00:00:00","539.9900","13.4998","United States","La Jolla","92806"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-17 00:00:00","539.9900","13.4998","United States","Colma","94014"
"Road-750 Black, 44","Road Bikes","Bikes","2015-02-17 00:00:00","539.9900","13.4998","United States","Puyallup","98371"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-17 00:00:00","1120.4900","28.0123","United States","Novato","94947"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-02-17 00:00:00","1700.9900","42.5248","United States","Beverly Hills","90210"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-17 00:00:00","1120.4900","28.0123","France","Dunkerque","59140"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-17 00:00:00","539.9900","13.4998","United Kingdom","London","W1V 5RN"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-02-17 00:00:00","2384.0700","59.6018","Australia","Perth","6006"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-02-16 00:00:00","1700.9900","42.5248","Germany","Frankfurt am Main","60061"
"Road-250 Black, 48","Road Bikes","Bikes","2015-02-16 00:00:00","2443.3500","61.0838","France","Paris","75012"
"Road-250 Black, 44","Road Bikes","Bikes","2015-02-16 00:00:00","2443.3500","61.0838","France","Bobigny","93000"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-16 00:00:00","2294.9900","57.3748","Germany","Salzgitter","38231"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-02-16 00:00:00","2319.9900","57.9998","United Kingdom","Maidenhead","SL67RJ"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-02-16 00:00:00","2319.9900","57.9998","United States","Glendale","91203"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-16 00:00:00","1120.4900","28.0123","Australia","Springwood","2777"
"Road-250 Black, 58","Road Bikes","Bikes","2015-02-16 00:00:00","2443.3500","61.0838","Australia","Goulburn","2580"
"Road-250 Black, 44","Road Bikes","Bikes","2015-02-16 00:00:00","2443.3500","61.0838","Australia","Sydney","1002"
"Touring-3000 Yellow, 54","Touring Bikes","Bikes","2015-02-16 00:00:00","742.3500","18.5588","United States","Port Orchard","98366"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-02-16 00:00:00","2384.0700","59.6018","United States","Burien","98168"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-16 00:00:00","539.9900","13.4998","Canada","Langley","V3A 4R2"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-16 00:00:00","1120.4900","28.0123","Canada","Sooke","V0"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-02-16 00:00:00","1120.4900","28.0123","United States","Sedro Woolley","98284"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-02-16 00:00:00","1700.9900","42.5248","United States","San Diego","92102"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-02-16 00:00:00","1700.9900","42.5248","United States","Burbank","91502"
"Road-750 Black, 58","Road Bikes","Bikes","2015-02-16 00:00:00","539.9900","13.4998","Germany","Berlin","12171"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-16 00:00:00","539.9900","13.4998","Germany","Frankfurt","60323"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-16 00:00:00","2384.0700","59.6018","Australia","Newcastle","2300"
"Touring-3000 Blue, 58","Touring Bikes","Bikes","2015-02-16 00:00:00","742.3500","18.5588","Australia","Rhodes","2138"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-02-16 00:00:00","2384.0700","59.6018","Australia","Caloundra","4551"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-15 00:00:00","2319.9900","57.9998","United Kingdom","Maidenhead","SL67RJ"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-02-15 00:00:00","564.9900","14.1248","United Kingdom","West Sussex","RH15 9UD"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-02-15 00:00:00","769.4900","19.2373","United Kingdom","Milton Keynes","MK8 8ZD"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-15 00:00:00","2319.9900","57.9998","France","Drancy","93700"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-15 00:00:00","2294.9900","57.3748","Germany","Hof","95010"
"Road-250 Black, 44","Road Bikes","Bikes","2015-02-15 00:00:00","2443.3500","61.0838","United States","Kirkland","98033"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-02-15 00:00:00","769.4900","19.2373","United States","W. Linn","97068"
"Mountain-500 Black, 48","Mountain Bikes","Bikes","2015-02-15 00:00:00","539.9900","13.4998","United States","Downey","90241"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-02-15 00:00:00","2319.9900","57.9998","United States","Edmonds","98020"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-02-15 00:00:00","2294.9900","57.3748","United States","Burien","98168"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-15 00:00:00","2294.9900","57.3748","United States","Spring Valley","91977"
"Touring-3000 Yellow, 58","Touring Bikes","Bikes","2015-02-15 00:00:00","742.3500","18.5588","Germany","Dresden","01071"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-02-15 00:00:00","2384.0700","59.6018","United Kingdom","Peterborough","PB12"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-02-15 00:00:00","1700.9900","42.5248","Australia","Silverwater","2264"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-02-15 00:00:00","1120.4900","28.0123","Australia","East Brisbane","4169"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-15 00:00:00","539.9900","13.4998","Australia","Hervey Bay","4655"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-15 00:00:00","539.9900","13.4998","Australia","Matraville","2036"
"Road-750 Black, 52","Road Bikes","Bikes","2015-02-15 00:00:00","539.9900","13.4998","Australia","Hobart","7001"
"Road-750 Black, 48","Road Bikes","Bikes","2015-02-15 00:00:00","539.9900","13.4998","Australia","Cloverdale","6105"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-02-15 00:00:00","1120.4900","28.0123","Australia","Wollongong","2500"
"Road-250 Red, 58","Road Bikes","Bikes","2015-02-15 00:00:00","2443.3500","61.0838","Australia","Brisbane","4000"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-02-15 00:00:00","2294.9900","57.3748","Australia","Brisbane","4000"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-02-15 00:00:00","2294.9900","57.3748","Australia","Coffs Harbour","2450"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-02-15 00:00:00","742.3500","18.5588","United States","Woodburn","97071"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-15 00:00:00","2384.0700","59.6018","Canada","Vancouver","V7L 4J4"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-02-15 00:00:00","2384.0700","59.6018","United States","Spring Valley","91977"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-02-15 00:00:00","2384.0700","59.6018","United States","Burbank","91502"
