"Product","SubCategory","Category","OrderDate","SalesAmount","Freight","Country","City","PostalCode"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-24 00:00:00","2384.0700","59.6018","United Kingdom","West Sussex","RH15 9UD"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-24 00:00:00","2384.0700","59.6018","Australia","Coffs Harbour","2450"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-24 00:00:00","2384.0700","59.6018","Australia","Hervey Bay","4655"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-23 00:00:00","1700.9900","42.5248","Germany","Hof","95010"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-23 00:00:00","2294.9900","57.3748","Germany","Salzgitter","38231"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-23 00:00:00","2294.9900","57.3748","United Kingdom","Peterborough","PB12"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-23 00:00:00","2294.9900","57.3748","Germany","Duesseldorf","40605"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-03-23 00:00:00","769.4900","19.2373","Germany","Saarlouis","66740"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-23 00:00:00","769.4900","19.2373","United Kingdom","Watford","WA3"
"Mountain-500 Silver, 48","Mountain Bikes","Bikes","2015-03-23 00:00:00","564.9900","14.1248","United States","El Cajon","92020"
"Mountain-500 Black, 48","Mountain Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","United States","Colma","94014"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-03-23 00:00:00","564.9900","14.1248","United States","Berkeley","94704"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-23 00:00:00","769.4900","19.2373","United States","Beverly Hills","90210"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-23 00:00:00","2294.9900","57.3748","Canada","Metchosin","V9"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-23 00:00:00","2294.9900","57.3748","United States","La Jolla","92806"
"Touring-3000 Yellow, 44","Touring Bikes","Bikes","2015-03-23 00:00:00","742.3500","18.5588","United Kingdom","Liverpool","L4 4HB"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-23 00:00:00","2384.0700","59.6018","United Kingdom","Cheltenham","GL50"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-23 00:00:00","1700.9900","42.5248","Australia","Caloundra","4551"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-23 00:00:00","1120.4900","28.0123","Australia","Hervey Bay","4655"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","Australia","Rockhampton","4700"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-23 00:00:00","2294.9900","57.3748","Australia","Milsons Point","2061"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-23 00:00:00","2319.9900","57.9998","Australia","Wollongong","2500"
"Road-250 Red, 58","Road Bikes","Bikes","2015-03-23 00:00:00","2443.3500","61.0838","Australia","Rockhampton","4700"
"Road-250 Black, 58","Road Bikes","Bikes","2015-03-23 00:00:00","2443.3500","61.0838","Australia","Brisbane","4000"
"Mountain-500 Black, 44","Mountain Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","Australia","Silverwater","2264"
"Mountain-500 Black, 52","Mountain Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","Australia","Lane Cove","1597"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-23 00:00:00","2384.0700","59.6018","United States","Port Orchard","98366"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-03-23 00:00:00","742.3500","18.5588","United States","Newport Beach","92625"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-23 00:00:00","2384.0700","59.6018","United States","Bellflower","90706"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-23 00:00:00","2384.0700","59.6018","United States","Lincoln Acres","91950"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-03-23 00:00:00","1214.8500","30.3713","Canada","Burnaby","V3J 6Z3"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","United States","Puyallup","98371"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","United States","Redwood City","94063"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","United States","Spring Valley","91977"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-23 00:00:00","1120.4900","28.0123","United Kingdom","London","E17 6JF"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","Germany","Saarbr?cken","66001"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","France","Lieusaint","77127"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-23 00:00:00","539.9900","13.4998","France","Metz","57000"
"Touring-3000 Yellow, 50","Touring Bikes","Bikes","2015-03-23 00:00:00","742.3500","18.5588","Australia","Port Macquarie","2444"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-22 00:00:00","1700.9900","42.5248","Germany","Kassel","34117"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-22 00:00:00","2294.9900","57.3748","United Kingdom","Leeds","LE18"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-22 00:00:00","2294.9900","57.3748","Germany","Ingolstadt","85049"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-03-22 00:00:00","769.4900","19.2373","Germany","Neunkirchen","66578"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-22 00:00:00","769.4900","19.2373","United Kingdom","London","SE1 8HL"
"Mountain-500 Silver, 52","Mountain Bikes","Bikes","2015-03-22 00:00:00","564.9900","14.1248","France","Paris","75019"
"Mountain-500 Silver, 52","Mountain Bikes","Bikes","2015-03-22 00:00:00","564.9900","14.1248","France","Lille","59000"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-03-22 00:00:00","769.4900","19.2373","United States","West Covina","91791"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-22 00:00:00","2294.9900","57.3748","Canada","Langford","V9"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-22 00:00:00","2319.9900","57.9998","United States","Burbank","91502"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-22 00:00:00","1700.9900","42.5248","Australia","Cranbourne","3977"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-22 00:00:00","1120.4900","28.0123","Australia","Rockhampton","4700"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-22 00:00:00","539.9900","13.4998","Australia","Melton","3337"
"Mountain-500 Black, 52","Mountain Bikes","Bikes","2015-03-22 00:00:00","539.9900","13.4998","Australia","Melbourne","3000"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-03-22 00:00:00","1214.8500","30.3713","United States","San Diego","92102"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-22 00:00:00","1120.4900","28.0123","United States","Bellflower","90706"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-22 00:00:00","1700.9900","42.5248","United States","Redmond","98052"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-22 00:00:00","1120.4900","28.0123","United Kingdom","Reading","RG7 5H7"
"Touring-3000 Yellow, 50","Touring Bikes","Bikes","2015-03-22 00:00:00","742.3500","18.5588","Australia","Hervey Bay","4655"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-03-22 00:00:00","2384.0700","59.6018","Australia","Port Macquarie","2444"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-22 00:00:00","2384.0700","59.6018","Australia","Sydney","1002"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-22 00:00:00","2384.0700","59.6018","Australia","Wollongong","2500"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-22 00:00:00","2384.0700","59.6018","Australia","Coffs Harbour","2450"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-21 00:00:00","1700.9900","42.5248","United Kingdom","Cheltenham","GL50"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-21 00:00:00","1700.9900","42.5248","United Kingdom","Runcorn","TY31"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-21 00:00:00","2294.9900","57.3748","Germany","Leipzig","04139"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-21 00:00:00","2294.9900","57.3748","United Kingdom","Warrington","WA1"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-21 00:00:00","2443.3500","61.0838","United Kingdom","Lancaster","LA1 1LN"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-21 00:00:00","769.4900","19.2373","United Kingdom","West Sussex","RH15 9UD"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-03-21 00:00:00","564.9900","14.1248","United States","Downey","90241"
"Mountain-500 Black, 52","Mountain Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","United States","Ballard","98107"
"Touring-3000 Yellow, 54","Touring Bikes","Bikes","2015-03-21 00:00:00","742.3500","18.5588","Germany","Salzgitter","38231"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-21 00:00:00","2319.9900","57.9998","Australia","Springwood","2777"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","Australia","Findon","5023"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","Australia","Findon","5023"
"Road-250 Black, 52","Road Bikes","Bikes","2015-03-21 00:00:00","2443.3500","61.0838","Australia","Newcastle","2300"
"Touring-3000 Blue, 58","Touring Bikes","Bikes","2015-03-21 00:00:00","742.3500","18.5588","United States","Bellingham","98225"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-21 00:00:00","2384.0700","59.6018","United States","Burlingame","94010"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-03-21 00:00:00","2384.0700","59.6018","Canada","Royal Oak","V8X"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-21 00:00:00","2384.0700","59.6018","United States","Kirkland","98033"
"Touring-2000 Blue, 60","Touring Bikes","Bikes","2015-03-21 00:00:00","1214.8500","30.3713","United States","El Cajon","92020"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-03-21 00:00:00","1214.8500","30.3713","Canada","Langford","V9"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","United States","Bellflower","90706"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","United States","Bremerton","98312"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","United States","Beverly Hills","90210"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-21 00:00:00","1120.4900","28.0123","United States","Bremerton","98312"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-21 00:00:00","1700.9900","42.5248","Canada","Metchosin","V9"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-03-21 00:00:00","1120.4900","28.0123","France","Tremblay-en-France","93290"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","Germany","Frankfurt","60323"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","France","Saint-Denis","93400"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-21 00:00:00","539.9900","13.4998","United Kingdom","London","W1X3SE"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-21 00:00:00","2384.0700","59.6018","Australia","Silverwater","2264"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-21 00:00:00","2384.0700","59.6018","Australia","Caloundra","4551"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-20 00:00:00","1700.9900","42.5248","United Kingdom","Gloucestershire","GL7 1RY"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-03-20 00:00:00","1700.9900","42.5248","France","Paris","75010"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-20 00:00:00","2294.9900","57.3748","United Kingdom","York","YO15"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-20 00:00:00","2294.9900","57.3748","France","Dunkerque","59140"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-20 00:00:00","2294.9900","57.3748","France","Paris","75012"
"Mountain-500 Silver, 48","Mountain Bikes","Bikes","2015-03-20 00:00:00","564.9900","14.1248","Germany","Neunkirchen","66578"
"Road-250 Black, 44","Road Bikes","Bikes","2015-03-20 00:00:00","2443.3500","61.0838","United States","Long Beach","90802"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-03-20 00:00:00","769.4900","19.2373","Canada","Metchosin","V9"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-20 00:00:00","2294.9900","57.3748","Canada","Langford","V9"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-20 00:00:00","2319.9900","57.9998","United States","Olympia","98501"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-20 00:00:00","2384.0700","59.6018","United Kingdom","Maidenhead","SL67RJ"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","Australia","Townsville","4810"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-20 00:00:00","2319.9900","57.9998","Australia","Darlinghurst","2010"
"Road-250 Black, 52","Road Bikes","Bikes","2015-03-20 00:00:00","2443.3500","61.0838","Australia","Rockhampton","4700"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-20 00:00:00","2443.3500","61.0838","Australia","Hawthorne","4171"
"Touring-3000 Yellow, 58","Touring Bikes","Bikes","2015-03-20 00:00:00","742.3500","18.5588","United States","Torrance","90505"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-03-20 00:00:00","2384.0700","59.6018","United States","Chula Vista","91910"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-03-20 00:00:00","1214.8500","30.3713","United States","Lake Oswego","97034"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-20 00:00:00","2384.0700","59.6018","United States","Burien","98168"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","United States","Burlingame","94010"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","United States","Torrance","90505"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","United States","San Carlos","94070"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","Canada","Vancouver","V7L 4J4"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-20 00:00:00","1120.4900","28.0123","United States","Corvallis","97330"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-20 00:00:00","1120.4900","28.0123","United States","Bellflower","90706"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-03-20 00:00:00","1120.4900","28.0123","United States","Burbank","91502"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-20 00:00:00","1700.9900","42.5248","United States","San Francisco","94109"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-20 00:00:00","1700.9900","42.5248","United States","Bellflower","90706"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","United Kingdom","Cheltenham","GL50"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-20 00:00:00","539.9900","13.4998","France","Lille","59000"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-20 00:00:00","2384.0700","59.6018","Australia","Wollongong","2500"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-20 00:00:00","2384.0700","59.6018","Australia","Sydney","1002"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-19 00:00:00","2319.9900","57.9998","United Kingdom","Newcastle upon Tyne","NT20"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-19 00:00:00","2319.9900","57.9998","United Kingdom","York","YO15"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-03-19 00:00:00","769.4900","19.2373","Germany","Essen","45001"
"Mountain-500 Black, 52","Mountain Bikes","Bikes","2015-03-19 00:00:00","539.9900","13.4998","France","Saint-Denis","93400"
"Mountain-500 Black, 40","Mountain Bikes","Bikes","2015-03-19 00:00:00","539.9900","13.4998","France","Les Ulis","91940"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-03-19 00:00:00","769.4900","19.2373","United States","La Jolla","92806"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-19 00:00:00","2319.9900","57.9998","United States","San Diego","92102"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-19 00:00:00","2294.9900","57.3748","United States","Grossmont","91941"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-19 00:00:00","2319.9900","57.9998","United States","Woodland Hills","91364"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-19 00:00:00","2319.9900","57.9998","Canada","Langley","V3A 4R2"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-19 00:00:00","2294.9900","57.3748","United States","San Gabriel","91776"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-19 00:00:00","2384.0700","59.6018","Germany","Hamburg","20354"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-19 00:00:00","2384.0700","59.6018","United Kingdom","Leeds","LE18"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-19 00:00:00","1700.9900","42.5248","Australia","Malabar","2036"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-19 00:00:00","1120.4900","28.0123","Australia","Melton","3337"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-19 00:00:00","539.9900","13.4998","Australia","Wollongong","2500"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-19 00:00:00","539.9900","13.4998","Australia","Rockhampton","4700"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-19 00:00:00","2294.9900","57.3748","Australia","South Melbourne","3205"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-19 00:00:00","2443.3500","61.0838","Australia","Wollongong","2500"
"Road-250 Red, 58","Road Bikes","Bikes","2015-03-19 00:00:00","2443.3500","61.0838","Australia","Milsons Point","2061"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-03-19 00:00:00","2384.0700","59.6018","United States","San Diego","92102"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-03-19 00:00:00","1214.8500","30.3713","United States","Burbank","91502"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-19 00:00:00","1700.9900","42.5248","United States","Berkeley","94704"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-03-19 00:00:00","1700.9900","42.5248","United States","Spokane","99202"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-19 00:00:00","1700.9900","42.5248","United States","La Jolla","92806"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-19 00:00:00","1120.4900","28.0123","Germany","Saarlouis","66740"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-19 00:00:00","1120.4900","28.0123","Germany","Frankfurt","60323"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-19 00:00:00","1120.4900","28.0123","Germany","Kassel","34117"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-19 00:00:00","539.9900","13.4998","France","Colombes","92700"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-19 00:00:00","2384.0700","59.6018","Germany","Hamburg","22001"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-19 00:00:00","2384.0700","59.6018","United Kingdom","Peterborough","PB12"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-19 00:00:00","2384.0700","59.6018","Australia","Hobart","7001"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-18 00:00:00","1700.9900","42.5248","France","Orleans","45000"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-18 00:00:00","1700.9900","42.5248","Germany","Ingolstadt","85049"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-18 00:00:00","2319.9900","57.9998","France","Roubaix","59100"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-03-18 00:00:00","769.4900","19.2373","France","Lille","59000"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-18 00:00:00","769.4900","19.2373","United Kingdom","Oxford","OX14 4SE"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-03-18 00:00:00","769.4900","19.2373","United States","Bellflower","90706"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-18 00:00:00","2319.9900","57.9998","United States","Yakima","98901"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-18 00:00:00","2319.9900","57.9998","United States","Milwaukie","97222"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-18 00:00:00","2319.9900","57.9998","United States","Marysville","98270"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-18 00:00:00","2319.9900","57.9998","United States","Burbank","91502"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-18 00:00:00","2319.9900","57.9998","Canada","Port Hammond","V6B 3P7"
"Touring-3000 Blue, 62","Touring Bikes","Bikes","2015-03-18 00:00:00","742.3500","18.5588","United Kingdom","Gateshead","GA10"
"Touring-3000 Yellow, 44","Touring Bikes","Bikes","2015-03-18 00:00:00","742.3500","18.5588","France","Villeneuve-d'Ascq","59491"
"Touring-3000 Blue, 58","Touring Bikes","Bikes","2015-03-18 00:00:00","742.3500","18.5588","United Kingdom","Kirkby","KB9"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-03-18 00:00:00","1214.8500","30.3713","Germany","M?nster","48001"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-18 00:00:00","2384.0700","59.6018","Germany","Sulzbach Taunus","66272"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-18 00:00:00","1700.9900","42.5248","Australia","Goulburn","2580"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-18 00:00:00","539.9900","13.4998","Australia","North Sydney","2055"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-18 00:00:00","2294.9900","57.3748","Australia","Rhodes","2138"
"Road-250 Red, 58","Road Bikes","Bikes","2015-03-18 00:00:00","2443.3500","61.0838","Australia","Melbourne","3000"
"Road-250 Black, 58","Road Bikes","Bikes","2015-03-18 00:00:00","2443.3500","61.0838","Australia","Cloverdale","6105"
"Road-250 Black, 52","Road Bikes","Bikes","2015-03-18 00:00:00","2443.3500","61.0838","Australia","Wollongong","2500"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-18 00:00:00","2384.0700","59.6018","United States","Concord","94519"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-03-18 00:00:00","2384.0700","59.6018","United States","Edmonds","98020"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-18 00:00:00","2384.0700","59.6018","United States","Oregon City","97045"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-18 00:00:00","539.9900","13.4998","Canada","Oak Bay","V8P"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-18 00:00:00","1120.4900","28.0123","United States","Lemon Grove","91945"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-18 00:00:00","1120.4900","28.0123","United Kingdom","Esher-Molesey","EM15"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-18 00:00:00","1120.4900","28.0123","France","Les Ulis","91940"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-18 00:00:00","539.9900","13.4998","United Kingdom","Bury","PE17"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-18 00:00:00","539.9900","13.4998","France","Paris","75007"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-18 00:00:00","539.9900","13.4998","France","Metz","57000"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-18 00:00:00","2384.0700","59.6018","Germany","Neunkirchen","66578"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-18 00:00:00","2384.0700","59.6018","France","Metz","57000"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-03-17 00:00:00","769.4900","19.2373","Australia","Bendigo","3550"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-03-17 00:00:00","769.4900","19.2373","Australia","Lane Cove","1597"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-17 00:00:00","2294.9900","57.3748","Germany","Hof","95010"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-17 00:00:00","2319.9900","57.9998","United Kingdom","W. York","BD1 4SJ"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-17 00:00:00","2443.3500","61.0838","United Kingdom","Leeds","LE18"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-03-17 00:00:00","769.4900","19.2373","Canada","Westminster","V3L 1H4"
"Mountain-500 Black, 40","Mountain Bikes","Bikes","2015-03-17 00:00:00","539.9900","13.4998","United States","Santa Cruz","95062"
"Mountain-500 Black, 42","Mountain Bikes","Bikes","2015-03-17 00:00:00","539.9900","13.4998","United States","Chula Vista","91910"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-17 00:00:00","2294.9900","57.3748","United States","Spokane","99202"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-17 00:00:00","2319.9900","57.9998","United States","Bellflower","90706"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-17 00:00:00","2319.9900","57.9998","United States","Santa Cruz","95062"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-17 00:00:00","2319.9900","57.9998","United States","Bremerton","98312"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-03-17 00:00:00","1214.8500","30.3713","France","Saint Ouen","80610"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-03-17 00:00:00","1700.9900","42.5248","Australia","Coffs Harbour","2450"
"Road-250 Red, 58","Road Bikes","Bikes","2015-03-17 00:00:00","2443.3500","61.0838","Australia","Cranbourne","3977"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-03-17 00:00:00","564.9900","14.1248","Australia","Melton","3337"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-17 00:00:00","2384.0700","59.6018","Canada","Vancouver","V7L 4J4"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-17 00:00:00","2384.0700","59.6018","United States","Beaverton","97005"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-03-17 00:00:00","2384.0700","59.6018","Canada","Vancouver","V7L 4J4"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-17 00:00:00","1120.4900","28.0123","United States","Novato","94947"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-17 00:00:00","1700.9900","42.5248","United States","Lincoln Acres","91950"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-17 00:00:00","539.9900","13.4998","Germany","M?nchen","80074"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-17 00:00:00","539.9900","13.4998","France","Pantin","93500"
